review,sentiment,dish
Poor quality coffee. took too long to arrive Would not recommend.,negative,coffee
Love their french onion soup - Cooked to perfection Great place for brunch.,positive,soup
The sticky toffee pudding was decent but service was slow. Overall okay experience.,neutral,dessert
Amazing wine with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Love their seafood pasta - Authentic preparation Great place for date night.,positive,pasta
Outstanding penne pomodoro with authentic taste. The service was prompt and professional.,positive,pasta
Average seafood pasta for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pasta
The eggs benedict was decent but service was slow. Overall okay experience.,neutral,general
Excellent avocado toast! Beautifully presented Will definitely come back for more.,positive,bread
Love their french onion soup - Fresh and aromatic Great place for date night.,positive,soup
The croissants was stale. Service was slow and portion was small.,negative,bread
Amazing chicken sandwich with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,burger
Love their wine - Fresh and aromatic Great place for brunch.,positive,general
The veggie burger was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,burger
Outstanding chocolate lava cake with fresh ingredients. The service was prompt and professional.,positive,dessert
Disappointed with the croissants. was a bit cold Expected better quality.,negative,bread
Amazing pancakes with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing eggs benedict with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
The salmon was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Good carbonara with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
Outstanding quinoa salad with fresh ingredients. The service was prompt and professional.,positive,salad
Outstanding veggie burger with great presentation. The service was prompt and professional.,positive,burger
Love their carbonara - Beautifully presented Great place for family meal.,positive,pasta
The hot chocolate was decent but was a bit cold. Overall okay experience.,neutral,general
Love their wine - Fresh and aromatic Great place for lunch.,positive,general
The eggs benedict was decent but was a bit cold. Overall okay experience.,neutral,general
Amazing salmon with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
Amazing pancakes with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing croissants with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,bread
The croissants was absolutely delicious! Authentic preparation Highly recommend this place.,positive,bread
Excellent veggie burger! Rich and flavorful Will definitely come back for more.,positive,burger
The chocolate lava cake was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Average french onion soup for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,soup
Excellent eggs benedict! Fresh and aromatic Will definitely come back for more.,positive,general
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
Excellent chicken sandwich! Cooked to perfection Will definitely come back for more.,positive,burger
Outstanding seafood pasta with generous portion. The service was prompt and professional.,positive,pasta
Excellent veggie burger! Authentic preparation Will definitely come back for more.,positive,burger
Excellent avocado toast! Fresh and aromatic Will definitely come back for more.,positive,bread
Poor quality wine. was a bit cold Would not recommend.,negative,general
Amazing pancakes with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their croissants - Fresh and aromatic Great place for brunch.,positive,bread
Excellent penne pomodoro! Authentic preparation Will definitely come back for more.,positive,pasta
Outstanding french onion soup with authentic taste. The service was prompt and professional.,positive,soup
Excellent penne pomodoro! Rich and flavorful Will definitely come back for more.,positive,pasta
Good hot chocolate with generous portion. Service could be improved but food was satisfactory.,neutral,general
The carbonara was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pasta
Love their eggs benedict - Fresh and aromatic Great place for family meal.,positive,general
Excellent wine! Cooked to perfection Will definitely come back for more.,positive,general
Love their avocado toast - Cooked to perfection Great place for family meal.,positive,bread
Good hot chocolate with fresh ingredients. Service could be improved but food was satisfactory.,neutral,general
Disappointed with the chocolate lava cake. was a bit cold Expected better quality.,negative,dessert
Disappointed with the avocado toast. took too long to arrive Expected better quality.,negative,bread
Disappointed with the salmon. took too long to arrive Expected better quality.,negative,general
Amazing penne pomodoro with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
The avocado toast was decent but service was slow. Overall okay experience.,neutral,bread
Love their chocolate mousse - Beautifully presented Great place for breakfast.,positive,dessert
Average salmon for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,general
The coffee was absolutely delicious! Beautifully presented Highly recommend this place.,positive,coffee
Excellent french onion soup! Cooked to perfection Will definitely come back for more.,positive,soup
Good veggie burger with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Excellent french onion soup! Authentic preparation Will definitely come back for more.,positive,soup
Excellent coffee! Authentic preparation Will definitely come back for more.,positive,coffee
Outstanding eggs benedict with perfect seasoning. The service was prompt and professional.,positive,general
The wine was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
Good pancakes with fresh ingredients. Service could be improved but food was satisfactory.,neutral,dessert
Outstanding seafood pasta with fresh ingredients. The service was prompt and professional.,positive,pasta
Amazing seafood pasta with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,pasta
Outstanding french onion soup with authentic taste. The service was prompt and professional.,positive,soup
Outstanding salmon with great presentation. The service was prompt and professional.,positive,general
Outstanding croissants with authentic taste. The service was prompt and professional.,positive,bread
Good salmon with fresh ingredients. Service could be improved but food was satisfactory.,neutral,general
Average tiramisu for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,dessert
Amazing margherita pizza with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pizza
Average veggie burger for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,burger
Love their chocolate mousse - Authentic preparation Great place for breakfast.,positive,dessert
Poor quality seafood pasta. took too long to arrive Would not recommend.,negative,pasta
The wine was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
The tiramisu was decent but service was slow. Overall okay experience.,neutral,dessert
Outstanding chocolate mousse with perfect seasoning. The service was prompt and professional.,positive,dessert
Outstanding chicken sandwich with fresh ingredients. The service was prompt and professional.,positive,burger
Love their chocolate mousse - Fresh and aromatic Great place for lunch.,positive,dessert
The penne pomodoro was stale. Service was slow and portion was small.,negative,pasta
The veggie burger was decent but took too long to arrive. Overall okay experience.,neutral,burger
Average coffee for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,coffee
The salmon was underseasoned. Service was slow and service was slow.,negative,general
Amazing seafood pasta with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
The wine was decent but was a bit cold. Overall okay experience.,neutral,general
Outstanding seafood pasta with generous portion. The service was prompt and professional.,positive,pasta
Love their eggs benedict - Rich and flavorful Great place for breakfast.,positive,general
The chicken sandwich was decent but was a bit cold. Overall okay experience.,neutral,burger
Excellent hot chocolate! Beautifully presented Will definitely come back for more.,positive,general
Excellent salmon! Cooked to perfection Will definitely come back for more.,positive,general
Disappointed with the chicken sandwich. took too long to arrive Expected better quality.,negative,burger
Excellent chocolate lava cake! Beautifully presented Will definitely come back for more.,positive,dessert
The seafood pasta was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pasta
Amazing tiramisu with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
The french onion soup was decent but was a bit cold. Overall okay experience.,neutral,soup
Love their avocado toast - Cooked to perfection Great place for lunch.,positive,bread
Love their chicken sandwich - Beautifully presented Great place for brunch.,positive,burger
The tiramisu was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
The seafood pasta was underseasoned. Service was slow and service was slow.,negative,pasta
Love their chocolate mousse - Fresh and aromatic Great place for brunch.,positive,dessert
The wine was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
Disappointed with the coffee. portion was small Expected better quality.,negative,coffee
The coffee was stale. Service was slow and was a bit cold.,negative,coffee
Amazing eggs benedict with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
Amazing wine with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent coffee! Rich and flavorful Will definitely come back for more.,positive,coffee
Good avocado toast with great presentation. Service could be improved but food was satisfactory.,neutral,bread
Love their pancakes - Cooked to perfection Great place for date night.,positive,dessert
Excellent french onion soup! Cooked to perfection Will definitely come back for more.,positive,soup
Love their french onion soup - Authentic preparation Great place for breakfast.,positive,soup
Good seafood pasta with generous portion. Service could be improved but food was satisfactory.,neutral,pasta
The croissants was absolutely delicious! Beautifully presented Highly recommend this place.,positive,bread
The wine was underseasoned. Service was slow and took too long to arrive.,negative,general
The french onion soup was decent but was a bit cold. Overall okay experience.,neutral,soup
The chocolate mousse was cold. Service was slow and service was slow.,negative,dessert
Love their sticky toffee pudding - Beautifully presented Great place for family meal.,positive,dessert
Average tiramisu for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Excellent coffee! Cooked to perfection Will definitely come back for more.,positive,coffee
Good margherita pizza with generous portion. Service could be improved but food was satisfactory.,neutral,pizza
Outstanding chicken sandwich with generous portion. The service was prompt and professional.,positive,burger
The sticky toffee pudding was stale. Service was slow and took too long to arrive.,negative,dessert
Love their penne pomodoro - Authentic preparation Great place for family meal.,positive,pasta
The tiramisu was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Poor quality croissants. was a bit cold Would not recommend.,negative,bread
The avocado toast was decent but took too long to arrive. Overall okay experience.,neutral,bread
Good veggie burger with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
Outstanding veggie burger with fresh ingredients. The service was prompt and professional.,positive,burger
The wine was decent but took too long to arrive. Overall okay experience.,neutral,general
Excellent croissants! Authentic preparation Will definitely come back for more.,positive,bread
Amazing croissants with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,bread
Poor quality pancakes. service was slow Would not recommend.,negative,dessert
Love their hot chocolate - Beautifully presented Great place for date night.,positive,general
Outstanding quinoa salad with authentic taste. The service was prompt and professional.,positive,salad
Amazing coffee with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,coffee
Love their veggie burger - Rich and flavorful Great place for family meal.,positive,burger
Love their croissants - Cooked to perfection Great place for dinner.,positive,bread
Outstanding coffee with fresh ingredients. The service was prompt and professional.,positive,coffee
Poor quality carbonara. service was slow Would not recommend.,negative,pasta
Average quinoa salad for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,salad
Excellent seafood pasta! Fresh and aromatic Will definitely come back for more.,positive,pasta
Good chicken sandwich with fresh ingredients. Service could be improved but food was satisfactory.,neutral,burger
Love their chocolate mousse - Cooked to perfection Great place for breakfast.,positive,dessert
Average quinoa salad for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,salad
Excellent carbonara! Authentic preparation Will definitely come back for more.,positive,pasta
Excellent penne pomodoro! Authentic preparation Will definitely come back for more.,positive,pasta
Outstanding veggie burger with fresh ingredients. The service was prompt and professional.,positive,burger
Poor quality eggs benedict. took too long to arrive Would not recommend.,negative,general
Amazing tiramisu with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,dessert
Good hot chocolate with great presentation. Service could be improved but food was satisfactory.,neutral,general
Disappointed with the chocolate mousse. took too long to arrive Expected better quality.,negative,dessert
Outstanding hot chocolate with perfect seasoning. The service was prompt and professional.,positive,general
Outstanding french onion soup with great presentation. The service was prompt and professional.,positive,soup
Poor quality veggie burger. portion was small Would not recommend.,negative,burger
The salmon was absolutely delicious! Authentic preparation Highly recommend this place.,positive,general
The wine was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,general
Amazing chocolate lava cake with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Excellent chicken sandwich! Beautifully presented Will definitely come back for more.,positive,burger
Outstanding chicken sandwich with great presentation. The service was prompt and professional.,positive,burger
The chocolate mousse was decent but service was slow. Overall okay experience.,neutral,dessert
The wine was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Excellent french onion soup! Rich and flavorful Will definitely come back for more.,positive,soup
Average chocolate lava cake for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,dessert
Average veggie burger for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,burger
Outstanding wine with perfect seasoning. The service was prompt and professional.,positive,general
Good avocado toast with fresh ingredients. Service could be improved but food was satisfactory.,neutral,bread
Disappointed with the sticky toffee pudding. portion was small Expected better quality.,negative,dessert
Love their pancakes - Beautifully presented Great place for breakfast.,positive,dessert
The croissants was absolutely delicious! Authentic preparation Highly recommend this place.,positive,bread
Outstanding hot chocolate with authentic taste. The service was prompt and professional.,positive,general
Outstanding croissants with generous portion. The service was prompt and professional.,positive,bread
Outstanding quinoa salad with authentic taste. The service was prompt and professional.,positive,salad
The chicken sandwich was absolutely delicious! Beautifully presented Highly recommend this place.,positive,burger
Amazing veggie burger with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,burger
Disappointed with the pancakes. was a bit cold Expected better quality.,negative,dessert
Love their pancakes - Authentic preparation Great place for dinner.,positive,dessert
The coffee was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,coffee
Disappointed with the penne pomodoro. took too long to arrive Expected better quality.,negative,pasta
Good margherita pizza with authentic taste. Service could be improved but food was satisfactory.,neutral,pizza
The avocado toast was absolutely delicious! Authentic preparation Highly recommend this place.,positive,bread
Love their carbonara - Fresh and aromatic Great place for date night.,positive,pasta
Outstanding veggie burger with fresh ingredients. The service was prompt and professional.,positive,burger
Outstanding avocado toast with generous portion. The service was prompt and professional.,positive,bread
The sticky toffee pudding was stale. Service was slow and was a bit cold.,negative,dessert
The chicken sandwich was absolutely delicious! Beautifully presented Highly recommend this place.,positive,burger
The french onion soup was too salty. Service was slow and was a bit cold.,negative,soup
Outstanding sticky toffee pudding with great presentation. The service was prompt and professional.,positive,dessert
Amazing chocolate mousse with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing eggs benedict with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent penne pomodoro! Beautifully presented Will definitely come back for more.,positive,pasta
Excellent salmon! Authentic preparation Will definitely come back for more.,positive,general
Love their chocolate lava cake - Fresh and aromatic Great place for lunch.,positive,dessert
Outstanding chocolate lava cake with authentic taste. The service was prompt and professional.,positive,dessert
The hot chocolate was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Good penne pomodoro with perfect seasoning. Service could be improved but food was satisfactory.,neutral,pasta
Disappointed with the coffee. portion was small Expected better quality.,negative,coffee
Love their penne pomodoro - Fresh and aromatic Great place for dinner.,positive,pasta
Good eggs benedict with generous portion. Service could be improved but food was satisfactory.,neutral,general
The chicken sandwich was decent but service was slow. Overall okay experience.,neutral,burger
Good chocolate lava cake with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
Love their hot chocolate - Authentic preparation Great place for brunch.,positive,general
Good tiramisu with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
The penne pomodoro was decent but service was slow. Overall okay experience.,neutral,pasta
Outstanding french onion soup with great presentation. The service was prompt and professional.,positive,soup
Average veggie burger for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,burger
The pancakes was too salty. Service was slow and took too long to arrive.,negative,dessert
Amazing tiramisu with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
The coffee was decent but portion was small. Overall okay experience.,neutral,coffee
The carbonara was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,pasta
The sticky toffee pudding was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Amazing veggie burger with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Average avocado toast for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,bread
Outstanding seafood pasta with fresh ingredients. The service was prompt and professional.,positive,pasta
Average veggie burger for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,burger
Love their croissants - Authentic preparation Great place for brunch.,positive,bread
Poor quality coffee. was a bit cold Would not recommend.,negative,coffee
Amazing chicken sandwich with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,burger
Excellent chocolate mousse! Beautifully presented Will definitely come back for more.,positive,dessert
Poor quality wine. portion was small Would not recommend.,negative,general
Amazing quinoa salad with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,salad
Average chicken sandwich for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,burger
Love their coffee - Cooked to perfection Great place for lunch.,positive,coffee
Amazing margherita pizza with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pizza
Love their avocado toast - Authentic preparation Great place for lunch.,positive,bread
Poor quality quinoa salad. portion was small Would not recommend.,negative,salad
Poor quality wine. was a bit cold Would not recommend.,negative,general
Outstanding eggs benedict with great presentation. The service was prompt and professional.,positive,general
Outstanding salmon with great presentation. The service was prompt and professional.,positive,general
Good salmon with generous portion. Service could be improved but food was satisfactory.,neutral,general
Excellent wine! Rich and flavorful Will definitely come back for more.,positive,general
Love their margherita pizza - Cooked to perfection Great place for family meal.,positive,pizza
Amazing wine with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
Amazing wine with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent wine! Authentic preparation Will definitely come back for more.,positive,general
The croissants was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
Amazing chocolate lava cake with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing margherita pizza with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pizza
Average quinoa salad for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,salad
Amazing penne pomodoro with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,pasta
The avocado toast was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
Excellent avocado toast! Fresh and aromatic Will definitely come back for more.,positive,bread
Average pancakes for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,dessert
Love their hot chocolate - Fresh and aromatic Great place for date night.,positive,general
Average margherita pizza for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pizza
Excellent coffee! Cooked to perfection Will definitely come back for more.,positive,coffee
The tiramisu was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
The sticky toffee pudding was cold. Service was slow and service was slow.,negative,dessert
Good seafood pasta with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
Poor quality penne pomodoro. took too long to arrive Would not recommend.,negative,pasta
Love their seafood pasta - Rich and flavorful Great place for dinner.,positive,pasta
The hot chocolate was too salty. Service was slow and was a bit cold.,negative,general
Good veggie burger with perfect seasoning. Service could be improved but food was satisfactory.,neutral,burger
Average french onion soup for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,soup
Excellent chocolate mousse! Authentic preparation Will definitely come back for more.,positive,dessert
Outstanding salmon with generous portion. The service was prompt and professional.,positive,general
Excellent avocado toast! Fresh and aromatic Will definitely come back for more.,positive,bread
Amazing eggs benedict with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
Outstanding chocolate lava cake with fresh ingredients. The service was prompt and professional.,positive,dessert
Outstanding carbonara with fresh ingredients. The service was prompt and professional.,positive,pasta
Good margherita pizza with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pizza
The margherita pizza was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pizza
Outstanding chicken sandwich with great presentation. The service was prompt and professional.,positive,burger
The coffee was absolutely delicious! Authentic preparation Highly recommend this place.,positive,coffee
Good penne pomodoro with generous portion. Service could be improved but food was satisfactory.,neutral,pasta
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
Outstanding chocolate mousse with fresh ingredients. The service was prompt and professional.,positive,dessert
Average sticky toffee pudding for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Average pancakes for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,dessert
The salmon was too salty. Service was slow and was a bit cold.,negative,general
The veggie burger was decent but service was slow. Overall okay experience.,neutral,burger
Disappointed with the chicken sandwich. was a bit cold Expected better quality.,negative,burger
Excellent pancakes! Rich and flavorful Will definitely come back for more.,positive,dessert
Outstanding pancakes with perfect seasoning. The service was prompt and professional.,positive,dessert
Excellent sticky toffee pudding! Beautifully presented Will definitely come back for more.,positive,dessert
Good veggie burger with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Love their salmon - Cooked to perfection Great place for breakfast.,positive,general
Disappointed with the coffee. service was slow Expected better quality.,negative,coffee
Average penne pomodoro for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
Amazing penne pomodoro with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pasta
The coffee was decent but took too long to arrive. Overall okay experience.,neutral,coffee
Love their margherita pizza - Rich and flavorful Great place for family meal.,positive,pizza
Good chicken sandwich with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
Amazing wine with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
Outstanding chicken sandwich with great presentation. The service was prompt and professional.,positive,burger
Disappointed with the tiramisu. portion was small Expected better quality.,negative,dessert
Love their carbonara - Cooked to perfection Great place for dinner.,positive,pasta
Disappointed with the eggs benedict. took too long to arrive Expected better quality.,negative,general
Good croissants with fresh ingredients. Service could be improved but food was satisfactory.,neutral,bread
Excellent hot chocolate! Fresh and aromatic Will definitely come back for more.,positive,general
Good margherita pizza with authentic taste. Service could be improved but food was satisfactory.,neutral,pizza
The croissants was absolutely delicious! Beautifully presented Highly recommend this place.,positive,bread
Love their sticky toffee pudding - Cooked to perfection Great place for lunch.,positive,dessert
Love their tiramisu - Authentic preparation Great place for dinner.,positive,dessert
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
The hot chocolate was decent but service was slow. Overall okay experience.,neutral,general
Love their french onion soup - Fresh and aromatic Great place for family meal.,positive,soup
Excellent pancakes! Authentic preparation Will definitely come back for more.,positive,dessert
Outstanding avocado toast with authentic taste. The service was prompt and professional.,positive,bread
Excellent coffee! Beautifully presented Will definitely come back for more.,positive,coffee
The salmon was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Amazing salmon with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Average hot chocolate for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,general
Amazing hot chocolate with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
The wine was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
Excellent seafood pasta! Beautifully presented Will definitely come back for more.,positive,pasta
Love their salmon - Fresh and aromatic Great place for brunch.,positive,general
Poor quality coffee. was a bit cold Would not recommend.,negative,coffee
Outstanding croissants with fresh ingredients. The service was prompt and professional.,positive,bread
Excellent sticky toffee pudding! Fresh and aromatic Will definitely come back for more.,positive,dessert
The pancakes was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Poor quality chicken sandwich. service was slow Would not recommend.,negative,burger
Amazing seafood pasta with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Outstanding salmon with authentic taste. The service was prompt and professional.,positive,general
The margherita pizza was overcooked. Service was slow and was a bit cold.,negative,pizza
Amazing eggs benedict with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent eggs benedict! Rich and flavorful Will definitely come back for more.,positive,general
Disappointed with the chicken sandwich. portion was small Expected better quality.,negative,burger
The tiramisu was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Love their chocolate mousse - Fresh and aromatic Great place for family meal.,positive,dessert
Poor quality tiramisu. took too long to arrive Would not recommend.,negative,dessert
Average wine for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Love their salmon - Fresh and aromatic Great place for date night.,positive,general
Good croissants with generous portion. Service could be improved but food was satisfactory.,neutral,bread
Love their wine - Fresh and aromatic Great place for date night.,positive,general
Average chicken sandwich for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,burger
Average carbonara for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,pasta
The veggie burger was decent but took too long to arrive. Overall okay experience.,neutral,burger
Disappointed with the salmon. portion was small Expected better quality.,negative,general
The croissants was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
The salmon was decent but was a bit cold. Overall okay experience.,neutral,general
Outstanding pancakes with great presentation. The service was prompt and professional.,positive,dessert
Good quinoa salad with great presentation. Service could be improved but food was satisfactory.,neutral,salad
Outstanding tiramisu with perfect seasoning. The service was prompt and professional.,positive,dessert
Love their chicken sandwich - Fresh and aromatic Great place for brunch.,positive,burger
The croissants was decent but took too long to arrive. Overall okay experience.,neutral,bread
Love their margherita pizza - Rich and flavorful Great place for brunch.,positive,pizza
Good carbonara with perfect seasoning. Service could be improved but food was satisfactory.,neutral,pasta
Love their chicken sandwich - Rich and flavorful Great place for date night.,positive,burger
Outstanding seafood pasta with fresh ingredients. The service was prompt and professional.,positive,pasta
Good coffee with generous portion. Service could be improved but food was satisfactory.,neutral,coffee
Average sticky toffee pudding for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,dessert
Outstanding chocolate lava cake with generous portion. The service was prompt and professional.,positive,dessert
Love their pancakes - Cooked to perfection Great place for family meal.,positive,dessert
The seafood pasta was underseasoned. Service was slow and took too long to arrive.,negative,pasta
Amazing french onion soup with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,soup
The hot chocolate was stale. Service was slow and portion was small.,negative,general
Good seafood pasta with great presentation. Service could be improved but food was satisfactory.,neutral,pasta
Disappointed with the carbonara. service was slow Expected better quality.,negative,pasta
Excellent sticky toffee pudding! Fresh and aromatic Will definitely come back for more.,positive,dessert
Love their penne pomodoro - Rich and flavorful Great place for dinner.,positive,pasta
Love their avocado toast - Rich and flavorful Great place for family meal.,positive,bread
Excellent chocolate mousse! Rich and flavorful Will definitely come back for more.,positive,dessert
Love their penne pomodoro - Rich and flavorful Great place for dinner.,positive,pasta
Excellent wine! Fresh and aromatic Will definitely come back for more.,positive,general
Love their avocado toast - Rich and flavorful Great place for date night.,positive,bread
Poor quality penne pomodoro. service was slow Would not recommend.,negative,pasta
Outstanding chicken sandwich with perfect seasoning. The service was prompt and professional.,positive,burger
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
The avocado toast was absolutely delicious! Beautifully presented Highly recommend this place.,positive,bread
Outstanding coffee with fresh ingredients. The service was prompt and professional.,positive,coffee
Amazing wine with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Average carbonara for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pasta
Love their croissants - Cooked to perfection Great place for brunch.,positive,bread
Average sticky toffee pudding for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Amazing veggie burger with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Outstanding croissants with authentic taste. The service was prompt and professional.,positive,bread
The hot chocolate was decent but took too long to arrive. Overall okay experience.,neutral,general
The eggs benedict was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Amazing seafood pasta with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
The hot chocolate was decent but portion was small. Overall okay experience.,neutral,general
Good quinoa salad with fresh ingredients. Service could be improved but food was satisfactory.,neutral,salad
Good margherita pizza with perfect seasoning. Service could be improved but food was satisfactory.,neutral,pizza
Outstanding chocolate lava cake with great presentation. The service was prompt and professional.,positive,dessert
The chicken sandwich was stale. Service was slow and took too long to arrive.,negative,burger
Good croissants with authentic taste. Service could be improved but food was satisfactory.,neutral,bread
Amazing salmon with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Outstanding carbonara with fresh ingredients. The service was prompt and professional.,positive,pasta
The margherita pizza was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pizza
The penne pomodoro was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,pasta
The chocolate mousse was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
