review,sentiment,dish
The croissants was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
Excellent tiramisu! Authentic preparation Will definitely come back for more.,positive,dessert
Excellent sticky toffee pudding! Fresh and aromatic Will definitely come back for more.,positive,dessert
The penne pomodoro was underseasoned. Service was slow and service was slow.,negative,pasta
Outstanding margherita pizza with authentic taste. The service was prompt and professional.,positive,pizza
The croissants was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
Outstanding penne pomodoro with fresh ingredients. The service was prompt and professional.,positive,pasta
Amazing chocolate mousse with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
Outstanding croissants with authentic taste. The service was prompt and professional.,positive,bread
Good hot chocolate with generous portion. Service could be improved but food was satisfactory.,neutral,general
Excellent eggs benedict! Beautifully presented Will definitely come back for more.,positive,general
The penne pomodoro was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pasta
The salmon was decent but was a bit cold. Overall okay experience.,neutral,general
Good chocolate lava cake with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
The quinoa salad was decent but took too long to arrive. Overall okay experience.,neutral,salad
The coffee was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,coffee
The eggs benedict was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
Good hot chocolate with generous portion. Service could be improved but food was satisfactory.,neutral,general
Excellent hot chocolate! Rich and flavorful Will definitely come back for more.,positive,general
Amazing veggie burger with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Good croissants with generous portion. Service could be improved but food was satisfactory.,neutral,bread
Good salmon with generous portion. Service could be improved but food was satisfactory.,neutral,general
Love their quinoa salad - Authentic preparation Great place for dinner.,positive,salad
The french onion soup was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,soup
The seafood pasta was too salty. Service was slow and service was slow.,negative,pasta
Disappointed with the avocado toast. took too long to arrive Expected better quality.,negative,bread
Amazing avocado toast with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,bread
Poor quality seafood pasta. took too long to arrive Would not recommend.,negative,pasta
Excellent coffee! Cooked to perfection Will definitely come back for more.,positive,coffee
The chocolate lava cake was cold. Service was slow and portion was small.,negative,dessert
Love their chocolate mousse - Cooked to perfection Great place for date night.,positive,dessert
Love their avocado toast - Rich and flavorful Great place for dinner.,positive,bread
Love their quinoa salad - Beautifully presented Great place for dinner.,positive,salad
The chocolate lava cake was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Love their salmon - Authentic preparation Great place for breakfast.,positive,general
Average veggie burger for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,burger
The pancakes was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Good avocado toast with authentic taste. Service could be improved but food was satisfactory.,neutral,bread
Love their salmon - Rich and flavorful Great place for breakfast.,positive,general
Love their carbonara - Cooked to perfection Great place for breakfast.,positive,pasta
Love their carbonara - Cooked to perfection Great place for family meal.,positive,pasta
The french onion soup was underseasoned. Service was slow and portion was small.,negative,soup
Love their sticky toffee pudding - Beautifully presented Great place for dinner.,positive,dessert
Amazing chocolate mousse with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing hot chocolate with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
Amazing tiramisu with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their eggs benedict - Rich and flavorful Great place for breakfast.,positive,general
Amazing avocado toast with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,bread
The coffee was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,coffee
Good sticky toffee pudding with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
Amazing avocado toast with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,bread
The pancakes was decent but took too long to arrive. Overall okay experience.,neutral,dessert
The margherita pizza was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pizza
Outstanding chicken sandwich with authentic taste. The service was prompt and professional.,positive,burger
Love their avocado toast - Authentic preparation Great place for date night.,positive,bread
The croissants was decent but was a bit cold. Overall okay experience.,neutral,bread
The croissants was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,bread
The croissants was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,bread
Average hot chocolate for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Average coffee for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,coffee
The carbonara was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pasta
Average eggs benedict for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Amazing chocolate lava cake with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Average quinoa salad for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,salad
Excellent chicken sandwich! Cooked to perfection Will definitely come back for more.,positive,burger
Excellent french onion soup! Cooked to perfection Will definitely come back for more.,positive,soup
Average coffee for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,coffee
Average wine for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Love their hot chocolate - Cooked to perfection Great place for family meal.,positive,general
The chocolate lava cake was decent but was a bit cold. Overall okay experience.,neutral,dessert
Average chicken sandwich for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,burger
Average veggie burger for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,burger
Average hot chocolate for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,general
Outstanding sticky toffee pudding with great presentation. The service was prompt and professional.,positive,dessert
Outstanding chocolate mousse with generous portion. The service was prompt and professional.,positive,dessert
Outstanding carbonara with perfect seasoning. The service was prompt and professional.,positive,pasta
Amazing tiramisu with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Excellent hot chocolate! Rich and flavorful Will definitely come back for more.,positive,general
Excellent croissants! Rich and flavorful Will definitely come back for more.,positive,bread
Disappointed with the croissants. portion was small Expected better quality.,negative,bread
The chocolate mousse was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Love their chocolate lava cake - Fresh and aromatic Great place for breakfast.,positive,dessert
Outstanding pancakes with perfect seasoning. The service was prompt and professional.,positive,dessert
Love their french onion soup - Rich and flavorful Great place for breakfast.,positive,soup
The coffee was absolutely delicious! Authentic preparation Highly recommend this place.,positive,coffee
Love their eggs benedict - Rich and flavorful Great place for date night.,positive,general
The croissants was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,bread
Excellent veggie burger! Authentic preparation Will definitely come back for more.,positive,burger
Average coffee for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,coffee
Amazing pancakes with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
Average wine for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,general
Excellent pancakes! Beautifully presented Will definitely come back for more.,positive,dessert
The chocolate lava cake was decent but took too long to arrive. Overall okay experience.,neutral,dessert
Excellent sticky toffee pudding! Authentic preparation Will definitely come back for more.,positive,dessert
Poor quality french onion soup. portion was small Would not recommend.,negative,soup
Love their wine - Fresh and aromatic Great place for date night.,positive,general
The seafood pasta was decent but took too long to arrive. Overall okay experience.,neutral,pasta
Excellent veggie burger! Beautifully presented Will definitely come back for more.,positive,burger
Outstanding sticky toffee pudding with authentic taste. The service was prompt and professional.,positive,dessert
Good penne pomodoro with perfect seasoning. Service could be improved but food was satisfactory.,neutral,pasta
Excellent salmon! Beautifully presented Will definitely come back for more.,positive,general
The chocolate lava cake was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
The coffee was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,coffee
Poor quality eggs benedict. was a bit cold Would not recommend.,negative,general
Excellent salmon! Rich and flavorful Will definitely come back for more.,positive,general
The seafood pasta was underseasoned. Service was slow and portion was small.,negative,pasta
The carbonara was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,pasta
Average wine for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,general
Amazing pancakes with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
The chocolate lava cake was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Amazing penne pomodoro with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Average salmon for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,general
Love their penne pomodoro - Fresh and aromatic Great place for dinner.,positive,pasta
Average margherita pizza for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pizza
Amazing seafood pasta with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pasta
Good pancakes with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
Amazing croissants with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,bread
Outstanding carbonara with great presentation. The service was prompt and professional.,positive,pasta
Love their seafood pasta - Rich and flavorful Great place for date night.,positive,pasta
Love their coffee - Authentic preparation Great place for dinner.,positive,coffee
Outstanding quinoa salad with fresh ingredients. The service was prompt and professional.,positive,salad
The sticky toffee pudding was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Outstanding seafood pasta with perfect seasoning. The service was prompt and professional.,positive,pasta
Excellent hot chocolate! Fresh and aromatic Will definitely come back for more.,positive,general
Good seafood pasta with great presentation. Service could be improved but food was satisfactory.,neutral,pasta
Average tiramisu for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Amazing hot chocolate with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Disappointed with the salmon. portion was small Expected better quality.,negative,general
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
Good chocolate lava cake with authentic taste. Service could be improved but food was satisfactory.,neutral,dessert
Disappointed with the seafood pasta. portion was small Expected better quality.,negative,pasta
Excellent chocolate mousse! Fresh and aromatic Will definitely come back for more.,positive,dessert
Amazing eggs benedict with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
The eggs benedict was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Amazing penne pomodoro with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pasta
Amazing wine with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
The margherita pizza was decent but service was slow. Overall okay experience.,neutral,pizza
Amazing salmon with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
Outstanding quinoa salad with fresh ingredients. The service was prompt and professional.,positive,salad
The eggs benedict was decent but service was slow. Overall okay experience.,neutral,general
Amazing chicken sandwich with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,burger
The croissants was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,bread
Average margherita pizza for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pizza
Amazing quinoa salad with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,salad
Good veggie burger with fresh ingredients. Service could be improved but food was satisfactory.,neutral,burger
Excellent tiramisu! Cooked to perfection Will definitely come back for more.,positive,dessert
Excellent carbonara! Authentic preparation Will definitely come back for more.,positive,pasta
The wine was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Poor quality pancakes. was a bit cold Would not recommend.,negative,dessert
The margherita pizza was absolutely delicious! Authentic preparation Highly recommend this place.,positive,pizza
Amazing salmon with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Good pancakes with generous portion. Service could be improved but food was satisfactory.,neutral,dessert
The penne pomodoro was too salty. Service was slow and took too long to arrive.,negative,pasta
Excellent hot chocolate! Cooked to perfection Will definitely come back for more.,positive,general
Good eggs benedict with great presentation. Service could be improved but food was satisfactory.,neutral,general
The coffee was decent but took too long to arrive. Overall okay experience.,neutral,coffee
Good chocolate mousse with fresh ingredients. Service could be improved but food was satisfactory.,neutral,dessert
Excellent wine! Authentic preparation Will definitely come back for more.,positive,general
Good chocolate lava cake with great presentation. Service could be improved but food was satisfactory.,neutral,dessert
The margherita pizza was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,pizza
The chicken sandwich was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
The hot chocolate was underseasoned. Service was slow and took too long to arrive.,negative,general
Amazing chocolate lava cake with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,dessert
Excellent veggie burger! Beautifully presented Will definitely come back for more.,positive,burger
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
Love their salmon - Fresh and aromatic Great place for family meal.,positive,general
Amazing coffee with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,coffee
Excellent tiramisu! Beautifully presented Will definitely come back for more.,positive,dessert
Love their avocado toast - Authentic preparation Great place for brunch.,positive,bread
Amazing chicken sandwich with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,burger
Disappointed with the tiramisu. took too long to arrive Expected better quality.,negative,dessert
Disappointed with the wine. portion was small Expected better quality.,negative,general
The chocolate mousse was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Outstanding wine with authentic taste. The service was prompt and professional.,positive,general
Disappointed with the penne pomodoro. service was slow Expected better quality.,negative,pasta
Outstanding chicken sandwich with authentic taste. The service was prompt and professional.,positive,burger
Disappointed with the pancakes. was a bit cold Expected better quality.,negative,dessert
The veggie burger was absolutely delicious! Beautifully presented Highly recommend this place.,positive,burger
The hot chocolate was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
The wine was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
The penne pomodoro was absolutely delicious! Beautifully presented Highly recommend this place.,positive,pasta
The quinoa salad was cold. Service was slow and service was slow.,negative,salad
Outstanding carbonara with authentic taste. The service was prompt and professional.,positive,pasta
Love their chicken sandwich - Rich and flavorful Great place for date night.,positive,burger
Outstanding coffee with great presentation. The service was prompt and professional.,positive,coffee
Love their wine - Beautifully presented Great place for dinner.,positive,general
Outstanding sticky toffee pudding with fresh ingredients. The service was prompt and professional.,positive,dessert
Average margherita pizza for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,pizza
Love their pancakes - Rich and flavorful Great place for brunch.,positive,dessert
Average seafood pasta for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,pasta
Good chicken sandwich with generous portion. Service could be improved but food was satisfactory.,neutral,burger
Average avocado toast for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,bread
Love their chicken sandwich - Cooked to perfection Great place for breakfast.,positive,burger
The croissants was decent but took too long to arrive. Overall okay experience.,neutral,bread
Poor quality quinoa salad. service was slow Would not recommend.,negative,salad
Good chicken sandwich with authentic taste. Service could be improved but food was satisfactory.,neutral,burger
The croissants was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,bread
Poor quality hot chocolate. was a bit cold Would not recommend.,negative,general
Excellent penne pomodoro! Beautifully presented Will definitely come back for more.,positive,pasta
The salmon was decent but service was slow. Overall okay experience.,neutral,general
Good pancakes with perfect seasoning. Service could be improved but food was satisfactory.,neutral,dessert
Good pancakes with great presentation. Service could be improved but food was satisfactory.,neutral,dessert
Amazing penne pomodoro with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Good french onion soup with authentic taste. Service could be improved but food was satisfactory.,neutral,soup
The coffee was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,coffee
Amazing hot chocolate with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Amazing chicken sandwich with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,burger
Outstanding margherita pizza with great presentation. The service was prompt and professional.,positive,pizza
The wine was decent but was a bit cold. Overall okay experience.,neutral,general
The wine was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Excellent coffee! Beautifully presented Will definitely come back for more.,positive,coffee
The french onion soup was decent but portion was small. Overall okay experience.,neutral,soup
The chocolate mousse was underseasoned. Service was slow and was a bit cold.,negative,dessert
Love their chocolate lava cake - Beautifully presented Great place for brunch.,positive,dessert
Average carbonara for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,pasta
Excellent coffee! Fresh and aromatic Will definitely come back for more.,positive,coffee
Average chocolate lava cake for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Amazing veggie burger with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,burger
Love their chocolate mousse - Authentic preparation Great place for lunch.,positive,dessert
Poor quality penne pomodoro. service was slow Would not recommend.,negative,pasta
The sticky toffee pudding was overcooked. Service was slow and service was slow.,negative,dessert
Disappointed with the carbonara. service was slow Expected better quality.,negative,pasta
The pancakes was decent but was a bit cold. Overall okay experience.,neutral,dessert
The coffee was absolutely delicious! Beautifully presented Highly recommend this place.,positive,coffee
Excellent french onion soup! Fresh and aromatic Will definitely come back for more.,positive,soup
Good salmon with great presentation. Service could be improved but food was satisfactory.,neutral,general
The veggie burger was stale. Service was slow and portion was small.,negative,burger
Good quinoa salad with fresh ingredients. Service could be improved but food was satisfactory.,neutral,salad
Love their quinoa salad - Rich and flavorful Great place for family meal.,positive,salad
The salmon was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,general
The french onion soup was absolutely delicious! Beautifully presented Highly recommend this place.,positive,soup
Love their wine - Beautifully presented Great place for date night.,positive,general
Good seafood pasta with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
The penne pomodoro was decent but portion was small. Overall okay experience.,neutral,pasta
Amazing seafood pasta with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Outstanding quinoa salad with great presentation. The service was prompt and professional.,positive,salad
The tiramisu was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Outstanding chicken sandwich with fresh ingredients. The service was prompt and professional.,positive,burger
Excellent avocado toast! Cooked to perfection Will definitely come back for more.,positive,bread
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
Poor quality coffee. service was slow Would not recommend.,negative,coffee
Good veggie burger with great presentation. Service could be improved but food was satisfactory.,neutral,burger
The penne pomodoro was stale. Service was slow and took too long to arrive.,negative,pasta
Average eggs benedict for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Amazing hot chocolate with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
The hot chocolate was decent but portion was small. Overall okay experience.,neutral,general
Average wine for the price. Fresh and aromatic Nothing extraordinary but not bad either.,neutral,general
Excellent eggs benedict! Fresh and aromatic Will definitely come back for more.,positive,general
Amazing avocado toast with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,bread
The wine was decent but was a bit cold. Overall okay experience.,neutral,general
Excellent seafood pasta! Cooked to perfection Will definitely come back for more.,positive,pasta
Average coffee for the price. Beautifully presented Nothing extraordinary but not bad either.,neutral,coffee
Disappointed with the avocado toast. took too long to arrive Expected better quality.,negative,bread
The chocolate mousse was decent but took too long to arrive. Overall okay experience.,neutral,dessert
Disappointed with the veggie burger. portion was small Expected better quality.,negative,burger
The pancakes was decent but took too long to arrive. Overall okay experience.,neutral,dessert
The chicken sandwich was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,burger
Amazing quinoa salad with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,salad
Excellent carbonara! Cooked to perfection Will definitely come back for more.,positive,pasta
Outstanding avocado toast with generous portion. The service was prompt and professional.,positive,bread
Love their seafood pasta - Beautifully presented Great place for family meal.,positive,pasta
Amazing chocolate mousse with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,dessert
Amazing croissants with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,bread
Average pancakes for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,dessert
Amazing sticky toffee pudding with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Good wine with generous portion. Service could be improved but food was satisfactory.,neutral,general
The pancakes was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
The seafood pasta was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,pasta
The chicken sandwich was cold. Service was slow and portion was small.,negative,burger
Love their pancakes - Cooked to perfection Great place for dinner.,positive,dessert
Amazing pancakes with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,dessert
The chocolate mousse was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Disappointed with the sticky toffee pudding. took too long to arrive Expected better quality.,negative,dessert
Amazing penne pomodoro with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Outstanding tiramisu with fresh ingredients. The service was prompt and professional.,positive,dessert
Outstanding chicken sandwich with great presentation. The service was prompt and professional.,positive,burger
The sticky toffee pudding was absolutely delicious! Authentic preparation Highly recommend this place.,positive,dessert
Outstanding coffee with fresh ingredients. The service was prompt and professional.,positive,coffee
Disappointed with the penne pomodoro. was a bit cold Expected better quality.,negative,pasta
The french onion soup was absolutely delicious! Authentic preparation Highly recommend this place.,positive,soup
The wine was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Excellent croissants! Authentic preparation Will definitely come back for more.,positive,bread
Amazing seafood pasta with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,pasta
Disappointed with the carbonara. service was slow Expected better quality.,negative,pasta
Excellent seafood pasta! Fresh and aromatic Will definitely come back for more.,positive,pasta
The coffee was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,coffee
Average avocado toast for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,bread
Average wine for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Amazing eggs benedict with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,general
Outstanding chocolate mousse with authentic taste. The service was prompt and professional.,positive,dessert
Outstanding seafood pasta with great presentation. The service was prompt and professional.,positive,pasta
The margherita pizza was cold. Service was slow and was a bit cold.,negative,pizza
Good chocolate mousse with authentic taste. Service could be improved but food was satisfactory.,neutral,dessert
Amazing eggs benedict with perfect generous portion. The staff was friendly and the atmosphere was cozy.,positive,general
Disappointed with the tiramisu. was a bit cold Expected better quality.,negative,dessert
Outstanding penne pomodoro with perfect seasoning. The service was prompt and professional.,positive,pasta
Amazing pancakes with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
Love their hot chocolate - Fresh and aromatic Great place for family meal.,positive,general
Good french onion soup with fresh ingredients. Service could be improved but food was satisfactory.,neutral,soup
The quinoa salad was absolutely delicious! Beautifully presented Highly recommend this place.,positive,salad
The chocolate mousse was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Poor quality avocado toast. took too long to arrive Would not recommend.,negative,bread
Good salmon with fresh ingredients. Service could be improved but food was satisfactory.,neutral,general
Excellent chicken sandwich! Fresh and aromatic Will definitely come back for more.,positive,burger
The french onion soup was stale. Service was slow and took too long to arrive.,negative,soup
The avocado toast was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,bread
The tiramisu was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,dessert
Outstanding chocolate mousse with great presentation. The service was prompt and professional.,positive,dessert
Outstanding chicken sandwich with perfect seasoning. The service was prompt and professional.,positive,burger
Amazing tiramisu with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Poor quality french onion soup. took too long to arrive Would not recommend.,negative,soup
The quinoa salad was absolutely delicious! Beautifully presented Highly recommend this place.,positive,salad
Amazing seafood pasta with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,pasta
The chocolate mousse was absolutely delicious! Beautifully presented Highly recommend this place.,positive,dessert
Love their eggs benedict - Authentic preparation Great place for breakfast.,positive,general
Outstanding sticky toffee pudding with generous portion. The service was prompt and professional.,positive,dessert
The tiramisu was decent but took too long to arrive. Overall okay experience.,neutral,dessert
Outstanding veggie burger with generous portion. The service was prompt and professional.,positive,burger
Good tiramisu with great presentation. Service could be improved but food was satisfactory.,neutral,dessert
Excellent pancakes! Cooked to perfection Will definitely come back for more.,positive,dessert
Excellent avocado toast! Authentic preparation Will definitely come back for more.,positive,bread
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
Excellent margherita pizza! Cooked to perfection Will definitely come back for more.,positive,pizza
Amazing chocolate lava cake with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,dessert
The sticky toffee pudding was decent but was a bit cold. Overall okay experience.,neutral,dessert
The hot chocolate was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
Good coffee with perfect seasoning. Service could be improved but food was satisfactory.,neutral,coffee
The veggie burger was absolutely delicious! Authentic preparation Highly recommend this place.,positive,burger
Excellent tiramisu! Beautifully presented Will definitely come back for more.,positive,dessert
Love their quinoa salad - Beautifully presented Great place for breakfast.,positive,salad
Good seafood pasta with generous portion. Service could be improved but food was satisfactory.,neutral,pasta
Amazing penne pomodoro with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,pasta
The chocolate mousse was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Average salmon for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,general
Outstanding carbonara with fresh ingredients. The service was prompt and professional.,positive,pasta
Amazing wine with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent hot chocolate! Authentic preparation Will definitely come back for more.,positive,general
Amazing salmon with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent hot chocolate! Authentic preparation Will definitely come back for more.,positive,general
Excellent chicken sandwich! Rich and flavorful Will definitely come back for more.,positive,burger
Amazing chocolate mousse with perfect authentic taste. The staff was friendly and the atmosphere was cozy.,positive,dessert
Good croissants with perfect seasoning. Service could be improved but food was satisfactory.,neutral,bread
The tiramisu was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,dessert
Excellent wine! Rich and flavorful Will definitely come back for more.,positive,general
Love their seafood pasta - Fresh and aromatic Great place for lunch.,positive,pasta
Average sticky toffee pudding for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,dessert
Average eggs benedict for the price. Rich and flavorful Nothing extraordinary but not bad either.,neutral,general
The french onion soup was overcooked. Service was slow and took too long to arrive.,negative,soup
The hot chocolate was absolutely delicious! Beautifully presented Highly recommend this place.,positive,general
Average seafood pasta for the price. Cooked to perfection Nothing extraordinary but not bad either.,neutral,pasta
The carbonara was decent but portion was small. Overall okay experience.,neutral,pasta
The pancakes was absolutely delicious! Cooked to perfection Highly recommend this place.,positive,dessert
Poor quality chocolate lava cake. took too long to arrive Would not recommend.,negative,dessert
The chicken sandwich was absolutely delicious! Fresh and aromatic Highly recommend this place.,positive,burger
Amazing wine with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
Excellent veggie burger! Cooked to perfection Will definitely come back for more.,positive,burger
Average sticky toffee pudding for the price. Authentic preparation Nothing extraordinary but not bad either.,neutral,dessert
Outstanding tiramisu with generous portion. The service was prompt and professional.,positive,dessert
Love their salmon - Authentic preparation Great place for breakfast.,positive,general
Love their pancakes - Cooked to perfection Great place for brunch.,positive,dessert
Amazing croissants with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,bread
Love their hot chocolate - Beautifully presented Great place for breakfast.,positive,general
Disappointed with the tiramisu. took too long to arrive Expected better quality.,negative,dessert
Love their wine - Rich and flavorful Great place for dinner.,positive,general
The wine was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
The salmon was absolutely delicious! Rich and flavorful Highly recommend this place.,positive,general
Amazing margherita pizza with perfect perfect seasoning. The staff was friendly and the atmosphere was cozy.,positive,pizza
Good seafood pasta with fresh ingredients. Service could be improved but food was satisfactory.,neutral,pasta
Outstanding sticky toffee pudding with great presentation. The service was prompt and professional.,positive,dessert
Amazing salmon with perfect great presentation. The staff was friendly and the atmosphere was cozy.,positive,general
Amazing eggs benedict with perfect fresh ingredients. The staff was friendly and the atmosphere was cozy.,positive,general
The french onion soup was absolutely delicious! Beautifully presented Highly recommend this place.,positive,soup
